,Age,Overall,Potential,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
8690,22,67,75,1639,82,60,67,65,62,60,60,42,70,61,46,8,14,12,11,15,52,29,56,55,42,34,45,64,68,66,63,41,80,62,32,59,56,60,64,46,50,65,58,64,52,46,58,50,65,66,63,65,54,RM ,64,52,46,58,50,65,66,63,65,54,63
8691,26,67,69,1828,62,64,59,59,70,65,61,74,64,57,67,7,8,11,12,13,58,56,51,64,69,52,67,64,69,71,77,57,64,65,59,70,65,62,66,60,63,66,66,66,61,60,66,63,66,65,65,65,62,CM ,66,61,60,66,63,66,65,65,65,62,65
8692,23,67,72,1481,65,36,67,54,64,66,31,42,60,68,26,6,12,15,13,8,73,12,74,34,52,17,65,73,63,50,66,14,69,51,14,73,42,72,58,37,36,62,49,58,37,37,49,36,62,56,66,59,38,ST ,58,37,37,49,36,62,56,66,59,38,66
8693,25,67,67,1668,63,68,51,64,75,65,52,58,53,68,54,17,16,13,10,19,59,22,55,69,63,22,51,74,62,75,65,24,65,65,21,68,75,52,68,42,51,67,65,68,45,42,65,51,67,66,66,65,48,CM RM ,68,45,42,65,51,67,66,66,65,48,66
8694,23,67,74,1761,79,72,73,72,69,66,61,69,66,44,50,5,7,12,8,5,50,68,52,67,52,54,48,55,65,71,58,62,76,73,63,55,62,38,64,61,66,63,66,64,66,61,66,66,63,66,58,64,67,CM ,64,66,61,66,66,63,66,58,64,67,58
8695,33,67,67,1640,58,67,56,67,54,62,57,44,34,39,41,11,11,10,13,9,67,65,65,62,65,65,44,26,71,63,66,66,49,48,67,69,67,44,53,66,63,51,58,53,61,66,58,63,51,51,51,50,60,CB ,53,61,66,58,63,51,51,51,50,60,51
8696,19,67,80,1571,69,33,65,64,73,62,70,66,71,66,48,14,13,15,11,11,35,31,42,63,62,38,46,64,57,67,57,25,69,37,30,47,58,54,66,39,48,65,60,66,47,39,60,48,65,66,61,67,50,CM LM RM ,66,47,39,60,48,65,66,61,67,50,61
8697,31,67,67,1720,50,57,58,46,63,64,54,66,53,44,62,14,6,13,11,10,65,68,73,53,60,67,61,50,70,58,69,58,59,65,65,78,53,41,56,66,63,57,59,56,62,66,59,63,57,56,58,56,62,CB ,56,62,66,59,63,57,56,58,56,62,58
8698,35,67,67,1762,60,77,60,54,60,70,68,53,65,56,60,14,15,11,14,11,63,70,68,58,43,69,63,41,71,64,65,68,52,69+3,70,69,45,36,57,68,66,57,59,57,66,68,59,66,57,60,58,58,66,LWB LB ,57,66,68,59,66,57,60,58,58,66,58
8699,25,67,69,1826,65,72,61,65,65,70,53,51,62,48,45,13,12,15,7,16,69,66,74,62,63,64,63,56,65,65,66,66,65,73,66,72,64,57,62,67,66,62,64,62,65,67,64,66,62,62,61,61,64,CM CB CDM ,62,65,67,64,66,62,62,61,61,64,61
8700,25,67,71,1733,73,44,67,77,68,65,56,63,67,58,47,8,9,11,14,14,52,50,56,69,53,51,52,59,65,68,62,49,75,56,56,59,69,56,66,55,59,65,64,66,58,55,64,59,65,65,62,65,59,CM CAM ,66,58,55,64,59,65,65,62,65,59,62
8701,30,67,67,1631,74,58,66,63,63,66,66,48,57,37,43,11,9,7,9,14,62,60,73,52,30,62,43,36,63,66,43,66,67,75,67,65,45,31,54,64,62,53,57,54,66,64,57,62,53,59,52,56,66,LB ,54,66,64,57,62,53,59,52,56,66,52
8702,33,67,67,1845,68,68,69,79,59,77,64,73,58,53,64,8,12,9,6,10,45,69,72,59,62,72,75,59,64,72,59,64,64,75,69,61,57,47,62,65,67,60,63,62,66,65,63,67,60,62,58,61,67,LB ,62,66,65,63,67,60,62,58,61,67,58
8703,30,67,67,1394,54,65,49,51,42,61,29,30,35,28,30,15,10,7,10,12,64,58,84,36,21,68,40,24,58,47,48,70,52,41,72,84,31,29,39,66,55,39,41,39,56,66,41,55,39,39,43,38,52,CB ,39,56,66,41,55,39,39,43,38,52,43
8704,21,67,76,1550,49,68,63,76,62,58,45,35,49,34,33,13,9,11,10,8,43,74,57,63,32,58,39,46,70,68,44,57,42,66,61,69,68,28,57,62,66,53,62,57,59,62,62,66,53,55,48,52,60,CM CDM ,57,59,62,62,66,53,55,48,52,60,48
8705,35,67,67,1800,67,71,67,71,66,53,80,48,62,44,68,7,12,10,7,11,50,71,62,64,62,65,57,59,64,66,73,62,63,66,61,62,68,34,63,63,66,62,65,63,66,63,65,66,62,65,59,64,67,LM LB ,63,66,63,65,66,62,65,59,64,67,59
8706,23,67,73,1722,84,71,78,65,64,59,64,38,66,45,39,5,12,9,10,12,44,59,61,58,45,66,41,58,66,65,48,65,85,78,66,63,59,33,63,63,64,61,62,63,67,63,62,64,61,66,57,64,68,RB LB RM ,63,67,63,62,64,61,66,57,64,68,57
8707,30,67,67,953,27,35,31,45,18,40,18,17,10,12,14,69,66,59,64,70,11,21,58,13,10,5,13,13,59,18,10,8,38,36,10,28,42,5,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
8708,29,67,67,1834,69,72,70,68,67,61,57,34,62,59,56,14,13,8,7,7,69,59,75,65,50,53,63,68,71,67,64,56,71,89,66,74,64,47,65,65,66,65,66,65,65,65,66,66,65,66,65,64,65,CDM ,65,65,65,66,66,65,66,65,64,65,65
8709,32,67,67,1460,33,77,58,69,53,64,35,31,48,22,22,8,13,11,14,8,66,60,70,51,36,67,32,16,59,55,43,71,52,68,69,73,31,39,43,66,61,41,49,43,59,66,49,61,41,44,43,41,57,CB ,43,59,66,49,61,41,44,43,41,57,43
8710,25,67,70,1554,51,74,49,56,62,56,22,34,54,24,32,8,10,15,13,13,71,66,68,65,36,58,35,38,63,67,47,69,56,76,68,78,46,30,53,67,66,50,59,53,61,67,59,66,50,52,50,48,60,CDM ,53,61,67,59,66,50,52,50,48,60,50
8711,31,67,67,1865,60,65,73,73,71,70,60,72,79,58,58,8,7,16,13,9,61,54,72,62,65,59,66,68,72,72,67,54,68,40,57,78,59,69,68,62,62,68,65,68,60,62,65,62,68,66,67,68,61,CAM RM ,68,60,62,65,62,68,66,67,68,61,67
8712,35,67,67,1671,62,67,61,57,48,64,42,64,36,39,59,10,10,14,6,14,66,64,82,45,58,68,60,33,63,51,46,65,65,66,66,78,45,61,47,66,59,47,50,47,61,66,50,59,47,48,50,47,58,RB LB CB ,47,61,66,50,59,47,48,50,47,58,50
8713,21,67,77,1843,70,69,70,71,68,69,64,54,64,52,65,8,11,12,7,9,64,65,74,64,66,44,40,63,61,68,77,61,75,82,65,69,62,49,65,63,65,65,66,65,65,63,66,65,65,66,64,65,66,CDM CM RM ,65,65,63,66,65,65,66,64,65,66,64
8714,22,67,76,1720,65,72,67,64,64,64,57,43,61,45,41,8,14,7,10,6,56,65,61,65,50,59,46,57,66,70,59,67,64,74,68,66,64,39,62,65,66,60,65,62,65,65,65,66,60,63,58,61,65,CAM CDM ,62,65,65,65,66,60,63,58,61,65,58
8715,25,67,70,1409,78,81,46,52,54,44,23,28,36+2,19,22,13,12,11,8,7,61,62,62,30,20,65,32,27,55,41,47,70,76+1,63,70,78,34,26,41,66,57,42,43,41,60,66,43,57,42,43,44,42,56,CB ,41,60,66,43,57,42,43,44,42,56,44
8716,28,67,68,1448,50,70,59,31,49,32,34,53,26,23,46,14,8,12,9,15,71,60,68,44,21,63,54,28,61,52,12,60,63,75,71,86,36,24,41,66,59,39,47,41,59,66,47,59,39,43,41,40,56,CB ,41,59,66,47,59,39,43,41,40,56,41
8717,23,67,73,1718,86,69,81,85,65,62,63,51,68,56,42,13,12,15,13,7,37,44,64,44,53,38,48,67,67,57,49,46,83,77,52,57,65,44,64,51,55,64,60,64,58,51,60,55,64,66,60,67,60,RM ,64,58,51,60,55,64,66,60,67,60,60
8718,25,67,70,1585,67,66,58,47,62,67,37,34,56,28,36,8,15,8,7,7,68,63,72,65,38,61,40,48,65,66,44,68,65,61,68,72,53,32,56,66,64,54,60,56,62,66,60,64,54,56,52,54,61,CB ,56,62,66,60,64,54,56,52,54,61,52
8719,24,67,71,1544,60,55,65,40,63,50,49,52,68,62,39,14,14,13,12,10,76,36,48,44,54,24,53,71,53,54,77,25,56,36,35,90,62,34,61,47,46,63,54,61,43,47,54,46,63,58,66,61,44,CF ST ,61,43,47,54,46,63,58,66,61,44,66
8720,22,67,77,1767,80,58,75,70,70,61,58,56,69,68,51,9,15,14,9,9,39,56,71,66,59,35,53,69,60,68,52,42,78,70,51,66,66,55,68,53,59,67,66,68,57,53,66,59,67,68,64,68,60,RM CAM CM ,68,57,53,66,59,67,68,64,68,60,64
8721,31,67,67,1784,69,61,71,69,69,68,66,73,67,64,70,11,14,11,7,16,65,43,62,65,68,19,68,62,62,68,69,18,72,62,32,76,63,72,66,46,52,66,63,66,49,46,63,52,66,66,67,67,52,ST RM CAM ,66,49,46,63,52,66,66,67,67,52,67
8722,25,67,72,1840,90,65,74,65,61,60,60,54,59,51,60,8,12,16,10,6,50,68,68,61,53,68,46,57,66,65,65,65,91,79,68,72,54,53,62,66,66,62,62,62,69,66,62,66,62,65,61,63,69,LB CB ,62,69,66,62,66,62,65,61,63,69,61
8723,35,67,67,1118,16,30,19,27,16,55,45,41,16,12,72,62,71,73,67,65,17,21,38,21,12,19,46,13,64,21,51,15,18,34,16,30,36,14,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
8724,26,67,69,1404,46,72,43,53,38,60,29,21,34,22,22,8,9,9,15,14,64,65,65,54,18,63,31,49,63,62,41,66,57,54,69,83,47,18,45,66,61,43,50,45,57,66,50,61,43,45,45,41,55,CB ,45,57,66,50,61,43,45,45,41,55,45
8725,38,67,67,1830,52,77,57,62,64,72,61,46,73,58,63,11,11,15,9,6,67,78,68,63,70,66,76,61,63,71,69,54,51,56,59,70,62,61,64,66,66,64,65,64,62,66,65,66,64,63,64,63,63,CM CDM ,64,62,66,65,66,64,63,64,63,63,64
8726,24,67,72,1636,61,68,57,56,58,61,53,54,54,36,33,5,15,11,9,11,60,67,64,57,45,63,42,42,64,61,58,66,67,65,70,72,48,44,54,66,63,53,57,54,64,66,57,63,53,55,53,54,63,CB ,54,64,66,57,63,53,55,53,54,63,53
8727,34,67,67,1755,64,61,74,71,66,67,63,57,62,55,42,12,15,14,12,6,35,61,69,64,52,58,60,63,64,70,56,42,66,83,58,55,68,57,65,56,63,62,66,65,60,56,66,63,62,65,58,64,63,CM ,65,60,56,66,63,62,65,58,64,63,58
8728,28,67,67,1601,73,45,74,57,65,67,29,63,61,68,58,16,14,16,11,13,69,42,56,31,54,19,60,70,61,51,67,17,63,62,21,86,49,60,59,43,43,63,52,59,43,43,52,43,63,57,66,60,44,ST ,59,43,43,52,43,63,57,66,60,44,66
8729,27,67,67,1867,67,68,68,64,68,67,61,69,61,52,68,13,12,14,13,15,35,68,68,68,73,45,56,61,64,70,70,58,68,75,66,72,73,64,66,60,66,64,68,66,63,60,68,66,64,65,61,64,65,CDM ,66,63,60,68,66,64,65,61,64,65,61
8730,28,67,67,1880,73,57,77,81,65,62,70,74,61,54,53,11,12,12,13,16,57,66,72,59,60,63,60,66,61,67,71,59,77,64,68,54,71,56,65,63,64,65,65,65,66,63,65,64,65,66,62,66,66,RM RWB LB RB ,65,66,63,65,64,65,66,62,66,66,62
8731,22,67,74,1516,57,31,62,51,64,65,41,33,59,68,23,9,9,9,13,11,80,23,81,44,35,22,63,67,66,58,69,23,66,75,19,83,57,45,60,43,44,62,55,60,44,43,55,44,62,60,66,59,46,ST ,60,44,43,55,44,62,60,66,59,46,66
8732,22,67,77,1564,68,65,66,64,49,57,32,54,45,29,33,6,12,7,10,9,69,63,79,55,35,66,43,33,55,58,45,68,71,58,67,78,37,35,47,66,60,46,50,47,60,66,50,60,46,48,48,47,58,CB ,47,60,66,50,60,46,48,48,47,58,48
8733,29,67,67,1727,65,74,58,34,58,66,41,46,48,49,63,15,13,6,9,9,67,68,59,62,74,61,46,52,61,66,76,62,52,90,65,85,52,41,57,66,66,57,62,57,63,66,62,66,57,56,60,55,62,CB CM CDM ,57,63,66,62,66,57,56,60,55,62,60
8734,25,67,70,1755,75,29,81,79,69,65,63,62,70,67,65,7,6,8,10,8,62,38,69,58,68,38,67,59,56,61,67,34,79,73,44,57,63,63,65,47,52,66,61,65,54,47,61,52,66,66,65,67,56,RW LM RM ,65,54,47,61,52,66,66,65,67,56,65
8735,23,67,70,1771,77,57,74,71,66,55,68,58,62,53,47,10,6,13,13,10,48,53,71,64,54,72,37,58,60,60,54,74,73,73,67,64,57,47,61,63,63,61,61,61,66,63,61,63,61,64,59,63,66,RB ,61,66,63,61,63,61,64,59,63,66,59
8736,19,67,80,1581,83,28,82,76,71,58,66,64,76,56,66,9,7,14,11,12,26,23,69,61,66,12,45,51,61,63,63,23,78,49,21,34,57,58,65,31,42,64,58,65,44,31,58,42,64,66,58,67,49,RM ,65,44,31,58,42,64,66,58,67,49,58
8737,19,67,81,1603,67,39,68,73,70,66,47,73,65,58,71,11,15,9,6,8,44,29,52,70,62,31,48,56,60,72,55,40,55,58,44,33,71,43,66,42,52,63,64,66,49,42,64,52,63,63,57,63,51,CAM ,66,49,42,64,52,63,63,57,63,51,57
8738,32,67,67,1886,77,77,73,68,66,65,70,65,67,59,35,15,6,9,15,16,50,67,57,72,69,55,57,66,63,64,72,66,74,70,68,69,67,62,67,64,66,66,67,67,66,64,67,66,66,68,64,67,67,CDM RB ,67,66,64,67,66,66,68,64,67,67,64
8739,31,67,67,1726,63,59,69,64,65,63,69,69,67,40,48,13,10,9,11,13,50,68,42,63,50,60,42,55,64,67,50,65,67,81,66,70,69,28,63,63,66,60,65,63,66,63,65,66,60,65,55,62,67,RB LB ,63,66,63,65,66,60,65,55,62,67,55
8740,33,67,67,1641,68,57,64,62,64,58,47,54,62,69,46,16,13,21,14,9,63,26,65,44,56,20,67,73,57,54,67,23,75,70,24,71,59,61,61,42,44,64,55,61,44,42,55,44,64,61,66,62,46,ST ,61,44,42,55,44,64,61,66,62,46,66
8741,19,67,82,1502,83,33,81,73,69,60,53,43,73,57,30,9,10,8,9,9,38,23,62,43,48,16,60,65,68,61,50,16,82,66,11,52,58,43,65,33,41,65,56,65,43,33,56,41,65,66,60,66,48,LM ,65,43,33,56,41,65,66,60,66,48,60
8742,34,67,67,1785,75,69,70,74,66,59,76,65,61,38,55,13,14,12,14,12,56,64,63,74,51,66,42,68,68,70,63,71,68,45,65,56,48,33,62,65,65,61,63,62,66,65,63,65,61,64,59,63,66,LM LB ,62,66,65,63,65,61,64,59,63,66,59
8743,25,67,68,1814,78,66,70,69,64,66,64,64,67,62,58,14,9,12,7,11,58,56,58,60,64,33,61,61,58,62,68,46,82,85,48,75,65,59,65,55,58,65,63,65,59,55,63,58,65,66,65,66,61,CM RM ,65,59,55,63,58,65,66,65,66,61,65
8744,25,67,70,1791,49-10,62,62-3,64,71+1,66,72+1,72+2,65,54,70+3,8,8,16,10,10,46,58,62,75+1,68,36,58,65,64+3,70+3,67,48,55-10,70,56,67,67,66,66,55,62,64,68,66,58,55,68,62,64,65,61,64,61,CM CAM ,66,58,55,68,62,64,65,61,64,61,61
8745,24,67,70,1672,68,53,69,62,65,58,56,58,63,67,57,14,15,8,14,13,61,32,52,48,58,35,58,69,67,62,69,30,72,73,27,58,53,66,63,44,49,65,58,63,50,44,58,49,65,63,66,64,52,ST ,63,50,44,58,49,65,63,66,64,52,66
8746,25,67,70,1612,77,30,73,64,67,63,64,56,67,63,41,13,14,6,12,11,56,33,36,61,63,29,59,61,62,68,65,27,74,65,28,56,65,46,66,41,49,66,61,66,50,41,61,49,66,66,64,67,53,LM ,66,50,41,61,49,66,66,64,67,53,64
8747,31,67,67,1788,69,49,70,78,68,64,68,65,64,60,75,14,7,5,7,8,35,58,67,63,68,45,59,61,66,69,68,53,69,70,61,50,67,52,66,54,61,65,66,66,61,54,66,61,65,66,61,66,63,LM CM ,66,61,54,66,61,65,66,61,66,63,61
8748,27,67,70,1370,45,71,44,50,52,32,26,20,33,22,28,5,9,10,6,14,73,70,59,49,36,68,31,20,73,39,44,56,60,67,64,82,21,23,38,66,59,40,45,38,58,66,45,59,40,41,44,38,55,CB ,38,58,66,45,59,40,41,44,38,55,44
8749,29,67,67,1045,38,39,28,63,24,50,20,14,10,10,18,68,63,70,65,75,11,22,45,21,10,10,15,19,55,22,32,12,34,30,15,40,37,10,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
8750,32,67,67,1896,69,74,76,79,67,67,62,66,55,44,65,11,12,12,9,9,57,66,74,61,60,63,64,64,64,64,75,62,69,90,64,66,64,59,62,65,66,62,65,62,66,65,65,66,62,63,61,62,67,CM RB CDM ,62,66,65,65,66,62,63,61,62,67,61
8751,24,67,73,1761,71,33,71,53,68,60,65,39,70,59,35,21,17,18,30,33,55,63,58,54,60,65,49,57,55,67,50,63,71,71,66,62,65,47,64,61,62,63,63,64,65,61,63,62,63,65,60,65,66,RM LM LWB RWB ,64,65,61,63,62,63,65,60,65,66,60
8752,21,67,75,1667,67,58,65,63,66,60,68,68,35,35,62,10,11,13,7,7,65,63,68,62,32,68,73,29,55,68,45,68,67,68,72,68,35,26,50,66,64,48,55,50,66,66,55,64,48,54,49,51,65,CB ,50,66,66,55,64,48,54,49,51,65,49
8753,22,67,75,1636,85,67,83+3,74,69,62,44,44,71,65,47,14,9,5,10,10,65,20,72,29,63,15,56,62,58,53,65,16,89,77,17,69,55,58,63,40,41,66,53,63,44,40,53,41,66,63,66,65,47,ST ,63,44,40,53,41,66,63,66,65,47,66
8754,25,67,69,1664,72,48,73,80,72,69,58,48,62,64,41,5,12,10,13,11,48,36,58,57,58,23,62,70,71,62,57,20,80,82,22,59,63,67,66,41,50,66,62,66,49,41,62,50,66,67,64,67,53,LW RW ,66,49,41,62,50,66,67,64,67,53,64
8755,25,67,67,1727,84,50,74,71,73,72,68,45,74,77,62,10,8,12,9,12,46,41,61,49,73,33,63,71,63,50,50,35,82,72,37,53,52,67,66,45,50,68,59,66,54,45,59,50,68,68,66,70,57,RM ST ,66,54,45,59,50,68,68,66,70,57,66
8756,24,67,71,1834,79,65,77,63,62,63,65,53,67,57,51,13,7,12,8,9,62,62,72,53,58,64,52,58,61,57,78,65,84,74,65,71,56,54,61,65,62,63,60,61,66,65,60,62,63,64,64,64,66,LB RB ,61,66,65,60,62,63,64,64,64,66,64
8757,23,67,74,1658,62,91,52,75,58,57,44,39,56,41,43,8,6,6,15,6,55,66,62,64,38,65,47,42,51,62,50,68,61,79,70,85,58,33,55,68,66,53,59,55,63,68,59,66,53,56,52,53,62,CB CM CDM ,55,63,68,59,66,53,56,52,53,62,52
8758,29,67,67,1624,61,63,53,58,50,57,51,38,48,42,32,7,15,12,11,9,71,66,74,59,45,62,41,40,68,60,61,68,62,74,65,75,35,48,50,66,62,51,54,50,63,66,54,62,51,53,54,51,62,CB ,50,63,66,54,62,51,53,54,51,62,54
8759,33,67,67,1546,54,73,63,59,58,56,52,46,25,35,36,7,6,7,14,13,68,62,74,54,45,67,32,36,59,60,47,66,57,64,65,75,34,33,46,66,61,45,51,46,61,66,51,61,45,48,49,46,59,CB ,46,61,66,51,61,45,48,49,46,59,49
8760,33,67,67,1772,68,40,62,73,73,66,69,69,71,64,72,8,10,10,13,14,38,44,49,65,64,54,69,68,66,68,62,58,64,53,53,44,73,64,69,51,58,68,66,69,59,51,66,58,68,68,63,68,61,CM ,69,59,51,66,58,68,68,63,68,61,63
8761,26,67,70,1813,85,59,78,74,71,63,53,52,63,58,39,8,11,8,13,12,54,65,74,67,55,64,63,54,69,67,47,61,84,76,62,57,64,46,66,63,66,64,66,66,67,63,66,66,64,67,61,66,67,CM CDM ,66,67,63,66,66,64,67,61,66,67,61
8762,28,67,67,1693,73,68,69,75,64,57,57,50,63,59,53,9,7,13,12,14,66,26,90,39,48,19,71,75,78,56,67,15,70,73,26,68,55,65,62,43,46,65,56,62,46,43,56,46,65,63,66,64,49,ST ,62,46,43,56,46,65,63,66,64,49,66
8763,24,67,71,1911,76,66,73,73,69,61,64,60,67,48,41,15,10,15,7,7,57,61,85,63,74,62,47,55,70,67,77,72,81,75,63,79,65,67,66,67,66,65,66,66,68,67,66,66,65,67,64,66,68,CDM CM ,66,68,67,66,66,65,67,64,66,68,64
8764,23,67,73,1127,45,24,61,55,21,22,14,12,16,19,15,67,65,65,65,70,16,22,53,24,19,13,24,13,65,30,16,14,46,22,18,60,43,15,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
8765,26,67,68,1594,72,58,66,59,66,59,50,34,64,65,27,10,16,11,14,9,63,32,68,38,60,18,60,67,62,54,68,16,75,76,26,76,50,64,60,43,45,64,54,60,46,43,54,45,64,61,66,63,48,ST ,60,46,43,54,45,64,61,66,63,48,66
8766,22,67,75,1764,85,70,74,55,70,58,65,61,69,41,52,8,10,14,10,13,56,63,57,54,39,64,49,58,59,57,61,65,82,72,66,70,61,34,62,64,63,62,61,62,66,64,61,63,62,65,59,64,67,RWB RB ,62,66,64,61,63,62,65,59,64,67,59
8767,24,67,72,1697,68,74,68,75,55,58,70,43,46,38,44,14,10,12,12,9,55,69,70,52,36,72,41,44,58,59,64,68,76,60,71,69,54,41,53,67,63,52,55,53,66,67,55,63,52,56,53,55,65,RWB RB ,53,66,67,55,63,52,56,53,55,65,53
8768,31,67,67,1745,67,68,66,53,63,61,64,56,54,51,48,11,15,11,9,13,58,63,74,67,54,68,49,59,60,61,41,75,67,69,63,69,57,42,59,66,65,58,61,59,66,66,61,65,58,61,57,60,65,LB RB ,59,66,66,61,65,58,61,57,60,65,57
8769,22,67,74,1555,78,38,62,57,66,61,32,38,63,68,32,9,9,13,9,14,66,26,69,52,57,18,67,68,57,69,62,17,69,78,11,73,55,53,64,38,45,65,58,64,43,38,58,45,65,62,66,62,45,LM ST ,64,43,38,58,45,65,62,66,62,45,66
8770,26,66,69,1697,81,63,86,77,70,64,58,67,67,53,59,8,6,13,8,7,18,49,74,61,54,47,50,58,62,67,59,43,72,72,40,33,65,50,65,46,56,63,63,65,55,46,63,56,63,66,56,65,59,RM CM CAM ,65,55,46,63,56,63,66,56,65,59,56
8771,24,66,70,1679,86,56,75,70,68,57,65,68,79,50,45,12,15,12,15,10,58,27,81,44,67,16,56,61,52,59,63,22,83,63,23,65,54,59,63,40,44,64,56,63,47,40,56,44,64,65,63,67,50,LM RM ,63,47,40,56,44,64,65,63,67,50,63
8772,21,66,73,1495,51,84,60,61,65,60,34,27,36,22,40,14,9,12,12,9,44,66,55,54,29,63,47,27,59,63,50,68,52,61,70,77,50,24,49,65,65,45,54,49,60,65,54,65,45,48,44,45,58,CB CDM ,49,60,65,54,65,45,48,44,45,58,44
8773,26,66,67,1743,62,73,70,69,69,68,56,76,68,63,55,15,6,13,11,15,42,40,47,63,77,37,42,70,66,69,74,48,62,60,45,70,66,44,68,51,57,67,65,68,53,51,65,57,67,65,65,66,56,CM LW ,68,53,51,65,57,67,65,65,66,56,65
8774,20,66,75,1213,59,25,60,46,30,27,23,34,14,15,12,66,63,62,70,65,14,24,65,37,12,13,24,19,55,35,33,12,55,45,17,58,35,16,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
8775,25,66,69,1435,55,72,43,52,53,58,29,25,47,39,27,8,14,6,8,15,69,62,86,36,37,66,31,42,65,47,44,64,53,44,65,72,33,26,46,65,56,47,47,46,56,65,47,56,47,46,50,46,54,CB ,46,56,65,47,56,47,46,50,46,54,50
8776,29,66,66,1582,86,58,72,62,60,64,55,50,64,63,21,14,12,15,13,15,66,20,85,32,58,23,46,66,62,55,67+1,12,86,55,14,68,50,57,60,39,39,64,50,60,43,39,50,39,64,61,65,64,45,ST ,60,43,39,50,39,64,61,65,64,45,65
8777,31,66,66,1529,74,58,30,52,59,63,32,32,54,39,29,11,12,10,16,10,64,58,65,53,27,66,43,45,57,62,43,63,74,67,66,84,47,27,53,65,61,53,55,53,61,65,55,61,53,55,53,52,59,CB ,53,61,65,55,61,53,55,53,52,59,53
8778,23,66,72,1716,86,81,69,62,60,62,61,58,65,34,20,10,9,8,11,14,60,59,65,55,52,61,24,55,59,58,56,61,90,82,64,69,52,46,58,64,62,59,59,58,66,64,59,62,59,63,57,61,65,RM RB RWB ,58,66,64,59,62,59,63,57,61,65,57
8779,26,66,69,1730,54,63,66,71,57,61,62,65,63,29,63,15,7,9,10,16,53,77,55,65,58,61,45,59,57,62,57,61,53,73,69,71,64,40,58,64,65,56,62,58,63,64,62,65,56,59,53,57,64,CDM ,58,63,64,62,65,56,59,53,57,64,53
8780,21,66,76,1483,50,58,40,66,66,59,48,46,47,21,48,7,9,6,11,6,66,67,71,63,20,65,34,22,64,64,43,68,51,64,67,65,29,31,46,65,64,45,54,46,63,65,54,64,45,50,45,46,61,LB CB ,46,63,65,54,64,45,50,45,46,61,45
8781,38,66,66,1510,30,84,45,67,56,63,55,40,43,30,39,8,8,14,15,14,60,63,74,57,42,62,44,39,58,62,52,69,28,40,66,75,43,28,47,65,61,45,53,47,56,65,53,61,45,47,46,45,55,CB ,47,56,65,53,61,45,47,46,45,55,46
8782,31,66,66,1143,39,30,51,38,21,38,16,17,16,11,21,65,67,66,66,65,18,29,59,35,15,19,25,14,60,43,27,16,35,34,18,48,45,14,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
8783,28,66,66,1812,51,73,55,68,68,66,70,70,60,55,67,7,16,15,10,14,53,65,72,55,58,58,58,56,67,66,65,57,56,73,65,72,60,57,61,64,65,61,63,61,63,64,63,65,61,62,60,61,64,CDM ,61,63,64,63,65,61,62,60,61,64,60
8784,23,66,70,1749,84,59,68,89,68,67,63,59,62,52,36,11,7,7,12,11,49,65,69,59,49,64,53,64,60,64,53,65,77,63,64,39,58,46,63,60,62,62,62,63,65,60,62,62,62,65,59,64,66,LB ,63,65,60,62,62,62,65,59,64,66,59
8785,26,66,67,1683,61,62,68,65,68,65,47,42,63,52,32,14,15,8,14,14,59,60,61,70,59,45,46,46,63,64,60,59,62,74,62,61,73,34,63,59,63,61,65,63,60,59,65,63,61,62,58,60,60,CDM CM ,63,60,59,65,63,61,62,58,60,60,58
8786,25,66,70,1732,78,76,70,76,69,67,59,41,58,62,31,13,5,6,8,11,55,60,66,63,33,63,47,60,65,67,64,57,66,79,62,59,67,36,64,62,65,63,64,64,64,62,64,65,63,65,61,63,65,RM CDM ,64,64,62,64,65,63,65,61,63,65,61
8787,27,66,67,1110,29,15,39,38,30,31,13,16,22,12,20,67,64,62,64,70,13,28,56,42,12,13,29,12,58,38,50,12,19,41,12,54,45,15,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
8788,24,66,70,1580,69,70,61,64,64,60,60,39,60,20,35,11,13,10,15,15,60,68,70,50,24,64,45,38,62,64,29,68,75,56,70,70,42,19,53,67,63,51,55,53,65,67,55,63,51,57,47,54,65,LB RB ,53,65,67,55,63,51,57,47,54,65,47
8789,22,66,72,1854,74,69,76,78,67,62,66,67,62,37,69,10,9,8,14,12,48,64,66,67,69,58,52,56,63,68,74,62,68,70,64,55,67,65,64,61,65,62,65,64,64,61,65,65,62,64,58,63,65,CDM CM ,64,64,61,65,65,62,64,58,63,65,58
